"","x"
"482",1
"483",1
"484",1
"485",1
"486",1
"487",1
"488",1
"489",0
"490",1
"491",1
"492",0
"493",1
"494",0
"495",0
"496",1
"497",1
"498",1
"499",1
"500",1
"501",0
"502",1
"503",1
"504",0
"505",1
"506",1
"507",0
"508",1
"509",1
"510",1
"511",1
"512",0
"513",1
"514",0
"515",1
"516",1
"517",1
"518",0
"519",0
"520",0
"521",1
"522",1
"523",1
"524",0
"525",1
"526",1
"527",1
"528",1
"529",0
"530",0
"531",1
"532",0
"533",0
"534",1
"535",1
"536",1
"537",1
"538",1
"539",1
"540",1
"541",1
"542",1
"543",0
"544",1
"545",0
"546",1
"547",1
"548",1
"549",1
"550",0
"551",1
"552",0
"553",1
"554",0
"555",0
"556",1
"557",1
"558",1
"559",1
"560",1
"561",1
"562",0
"563",1
"564",1
"565",1
"566",0
"567",1
"568",1
"569",1
"570",1
"571",0
"572",1
"573",1
"574",1
"575",0
"576",1
"577",1
"578",1
"579",0
"580",1
"581",1
"582",1
"583",1
"584",1
"585",1
"586",1
"587",1
"588",1
"589",1
"590",0
"591",0
"592",0
"593",1
"594",1
"595",1
"596",1
"597",1
"598",1
"599",0
"600",0
"601",1
"602",1
"603",1
"604",1
"605",0
"606",1
"607",1
"608",0
"609",1
"610",0
"611",1
"612",1
"613",1
"614",0
"615",1
"616",1
"617",1
"618",0
"619",1
"620",1
"621",0
"622",1
"623",1
"624",0
"625",1
"626",0
"627",0
"628",1
"629",0
"630",1
"631",0
"632",0
"633",1
"634",1
"635",1
"636",0
"637",0
"638",1
"639",1
"640",1
"641",1
"642",1
"643",1
"644",0
"645",1
"646",1
"647",1
"648",1
"649",0
"650",0
"651",1
"652",1
"653",0
"654",0
"655",0
"656",1
"657",1
"658",1
"659",0
"660",1
"661",1
"662",1
"663",1
"664",0
"665",1
"666",1
"667",0
"668",1
"669",1
"670",1
"671",1
"672",1
"673",1
"674",0
"675",1
"676",1
"677",0
"678",1
"679",1
"680",0
"681",0
"682",1
"683",1
"684",1
"685",1
"686",1
"687",1
"688",1
"689",1
"690",0
"691",1
"692",1
"693",1
"694",0
"695",0
"696",1
"697",1
"698",1
"699",1
"700",0
"701",1
"702",1
"703",1
"704",0
"705",1
"706",1
"707",1
"708",1
"709",1
"710",0
"711",1
"712",1
"713",0
"714",1
"715",0
"716",1
"717",1
"718",1
"719",0
"720",1
"721",1
"722",1
"723",1
"724",1
"725",1
"726",1
"727",1
"728",1
"729",0
"730",1
"731",1
"732",0
"733",1
"734",1
"735",0
"736",0
"737",1
"738",1
"739",0
"740",0
"741",1
"742",1
"743",1
"744",1
"745",1
"746",0
"747",1
"748",1
"749",1
"750",1
"751",1
"752",0
"753",1
"754",1
"755",0
"756",1
"757",1
"758",1
"759",1
"760",1
"761",0
"762",1
"763",1
"764",1
"765",0
"766",1
"767",1
"768",1
"769",1
"770",1
"771",0
"772",1
"773",0
"774",1
"775",0
"776",1
"777",0
"778",0
"779",1
"780",1
"781",0
"782",1
"783",0
"784",1
"785",1
"786",1
"787",0
"788",0
"789",1
"790",1
"791",1
"792",1
"793",1
"794",0
"795",1
"796",1
"797",0
"798",1
"799",0
"800",1
"801",0
"802",0
"803",1
"804",1
"805",0
"806",0
"807",1
"808",1
"809",1
"810",1
"811",0
"812",1
"813",1
"814",1
"815",1
"816",1
"817",1
"818",1
"819",1
"820",1
"821",1
"822",0
"823",1
"824",0
"825",1
"826",1
"827",1
"828",1
"829",0
"830",1
"831",1
"832",1
"833",1
"834",1
"835",0
"836",1
"837",0
"838",1
"839",1
"840",1
"841",1
"842",0
"843",1
"844",0
"845",1
"846",1
"847",1
"848",1
"849",1
"850",1
"851",1
"852",1
"853",1
"854",0
"855",1
"856",1
"857",1
"858",1
"859",1
"860",1
"861",0
"862",1
"863",0
"864",0
"865",0
"866",1
"867",1
"868",0
"869",1
"870",1
"871",0
"872",0
"873",1
"874",1
"875",0
"876",1
"877",0
"878",1
"879",1
"880",0
"881",0
"882",0
"883",1
"884",0
"885",0
"886",1
"887",0
"888",1
"889",0
"890",0
"891",0
"892",1
"893",1
"894",1
"895",1
"896",1
"897",1
"898",0
"899",1
"900",1
"901",0
"902",1
"903",1
"904",1
"905",0
"906",1
"907",1
"908",0
"909",0
"910",1
"911",0
"912",1
"913",1
"914",0
"915",1
"916",0
"917",1
"918",1
"919",1
"920",1
"921",1
"922",1
"923",1
"924",1
"925",0
"926",1
"927",1
"928",0
"929",1
"930",1
"931",1
"932",0
"933",1
"934",0
"935",1
"936",1
"937",1
"938",1
"939",1
"940",1
"941",1
"942",1
"943",0
"944",0
"945",0
"946",1
"947",0
"948",1
"949",0
"950",0
"951",0
"952",1
"953",1
"954",1
"955",1
"956",1
"957",1
"958",1
"959",1
"960",0
"961",0
"962",1
"963",1
"964",0
"965",0
"966",0
"967",1
"968",1
"969",1
"970",0
"971",1
"972",1
"973",1
"974",1
"975",1
"976",1
"977",0
"978",1
"979",1
"980",1
"981",1
"982",1
"983",0
"984",1
"985",1
"986",1
"987",1
"988",1
"989",1
"990",0
"991",1
"992",1
"993",1
"994",1
"995",1
"996",0
"997",1
"998",1
"999",0
"1000",1
"1001",1
"1002",0
"1003",1
"1004",1
"1005",1
"1006",1
"1007",1
"1008",1
"1009",1
"1010",0
"1011",1
"1012",0
"1013",0
"1014",0
"1015",0
"1016",1
"1017",1
"1018",1
"1019",1
"1020",1
"1021",1
"1022",0
"1023",1
"1024",1
"1025",1
"1026",1
"1027",0
"1028",1
"1029",0
"1030",0
"1031",0
"1032",1
"1033",0
"1034",1
"1035",0
"1036",1
"1037",1
"1038",1
"1039",1
"1040",1
"1041",1
"1042",1
"1043",1
"1044",0
"1045",0
"1046",1
"1047",1
"1048",1
"1049",1
"1050",1
"1051",1
"1052",1
"1053",1
"1054",1
"1055",1
"1056",1
"1057",1
"1058",1
"1059",1
"1060",0
"1061",1
"1062",1
"1063",0
"1064",1
"1065",1
"1066",1
"1067",1
"1068",0
"1069",1
"1070",1
"1071",1
"1072",0
"1073",0
"1074",1
"1075",0
"1076",1
"1077",1
"1078",1
"1079",1
"1080",0
"1081",0
"1082",0
"1083",1
"1084",0
"1085",1
"1086",1
"1087",1
"1088",0
"1089",1
"1090",0
"1091",0
"1092",1
"1093",0
"1094",0
"1095",1
"1096",1
"1097",1
"1098",1
"1099",0
"1100",0
"1101",1
"1102",1
"1103",1
"1104",1
"1105",1
"1106",1
"1107",1
"1108",1
"1109",0
"1110",0
"1111",0
"1112",1
"1113",1
"1114",1
"1115",1
"1116",1
"1117",1
"1118",0
"1119",1
"1120",1
"1121",1
"1122",1
"1123",1
"1124",1
"1125",0
"1126",0
"1127",1
"1128",1
"1129",0
"1130",1
"1131",1
"1132",1
"1133",1
"1134",0
"1135",0
"1136",1
"1137",1
"1138",1
"1139",1
"1140",1
"1141",1
"1142",1
"1143",0
"1144",1
"1145",0
"1146",1
"1147",1
"1148",1
"1149",1
"1150",0
"1151",1
"1152",1
"1153",0
"1154",1
"1155",1
"1156",0
"1157",1
"1158",0
"1159",1
"1160",0
"1161",1
"1162",1
"1163",1
"1164",0
"1165",1
"1166",1
"1167",0
"1168",1
"1169",1
"1170",0
"1171",1
"1172",1
"1173",0
"1174",0
"1175",1
"1176",0
"1177",1
"1178",1
"1179",1
"1180",0
"1181",1
"1182",1
"1183",0
"1184",1
"1185",1
"1186",1
"1187",1
"1188",1
"1189",1
"1190",1
"1191",0
"1192",1
"1193",1
"1194",1
"1195",1
"1196",1
"1197",1
"1198",1
"1199",0
"1200",1
"1201",0
"1202",1
"1203",1
"1204",1
"1205",1
"1206",0
"1207",0
"1208",1
"1209",1
"1210",0
"1211",1
"1212",1
"1213",1
"1214",1
"1215",0
"1216",1
"1217",1
"1218",1
"1219",1
"1220",1
"1221",1
"1222",0
"1223",1
"1224",1
"1225",1
"1226",1
"1227",1
"1228",1
"1229",1
"1230",1
"1231",1
"1232",1
"1233",0
"1234",0
"1235",1
"1236",1
"1237",0
"1238",0
"1239",0
"1240",0
"1241",0
"1242",1
"1243",1
"1244",1
"1245",0
"1246",1
"1247",1
"1248",0
"1249",1
"1250",1
"1251",0
"1252",1
"1253",1
"1254",1
"1255",1
"1256",1
"1257",0
"1258",0
"1259",1
"1260",0
"1261",0
"1262",1
"1263",1
"1264",0
"1265",1
"1266",1
"1267",1
"1268",0
"1269",1
"1270",1
"1271",1
"1272",0
"1273",1
"1274",1
"1275",1
"1276",0
"1277",1
"1278",1
"1279",1
"1280",1
"1281",1
"1282",1
"1283",1
"1284",1
"1285",1
"1286",1
"1287",0
"1288",1
"1289",1
"1290",0
"1291",1
"1292",1
"1293",0
"1294",0
"1295",1
"1296",1
"1297",1
"1298",1
"1299",1
"1300",1
"1301",0
"1302",0
"1303",0
"1304",1
"1305",1
"1306",1
"1307",1
"1308",0
"1309",1
"1310",1
"1311",0
"1312",1
"1313",0
"1314",0
"1315",1
"1316",1
"1317",1
"1318",1
"1319",0
"1320",1
"1321",0
"1322",1
"1323",1
"1324",0
"1325",1
"1326",1
"1327",1
"1328",1
"1329",0
"1330",1
"1331",0
"1332",0
"1333",1
"1334",1
"1335",1
"1336",0
"1337",1
"1338",1
"1339",1
"1340",0
"1341",0
"1342",1
"1343",1
"1344",1
"1345",0
"1346",1
"1347",0
"1348",0
"1349",1
"1350",0
"1351",0
"1352",1
"1353",1
"1354",1
"1355",1
"1356",0
"1357",1
"1358",1
"1359",0
"1360",1
"1361",1
"1362",0
"1363",0
"1364",0
"1365",1
"1366",0
"1367",1
"1368",1
"1369",1
"1370",1
"1371",0
"1372",0
"1373",0
"1374",1
"1375",0
"1376",0
"1377",1
"1378",1
"1379",1
"1380",1
"1381",1
"1382",1
"1383",0
"1384",0
"1385",0
"1386",0
"1387",1
"1388",1
"1389",1
"1390",1
"1391",0
"1392",1
"1393",1
"1394",1
"1395",0
"1396",1
"1397",1
"1398",1
"1399",1
"1400",0
"1401",1
"1402",1
"1403",1
"1404",1
"1405",0
"1406",1
"1407",1
"1408",1
"1409",1
"1410",1
"1411",1
"1412",1
"1413",0
"1414",1
"1415",1
"1416",1
"1417",1
"1418",0
"1419",1
"1420",1
"1421",0
"1422",0
"1423",0
"1424",1
"1425",1
"1426",0
"1427",1
"1428",1
"1429",1
"1430",1
"1431",1
"1432",0
"1433",1
"1434",1
"1435",1
"1436",1
"1437",1
"1438",0
"1439",1
"1440",0
"1441",1
"1442",0
"1443",0
"1444",1
"1445",1
"1446",1
"1447",1
"1448",0
"1449",1
"1450",1
"1451",1
"1452",1
"1453",1
"1454",0
"1455",0
"1456",1
"1457",1
"1458",1
"1459",1
"1460",1
"1461",1
"1462",1
"1463",1
"1464",0
"1465",1
"1466",1
"1467",1
"1468",0
"1469",1
"1470",1
"1471",1
"1472",1
"1473",1
"1474",1
"1475",0
"1476",1
"1477",1
"1478",1
"1479",1
"1480",1
"1481",1
"1482",1
"1483",1
"1484",1
"1485",1
"1486",1
"1487",1
"1488",1
"1489",1
"1490",0
"1491",0
"1492",1
"1493",1
"1494",1
"1495",0
"1496",1
"1497",1
"1498",1
"1499",1
"1500",1
"1501",1
"1502",1
"1503",1
"1504",0
"1505",0
"1506",1
"1507",0
"1508",0
"1509",1
"1510",1
"1511",0
"1512",0
"1513",1
"1514",1
"1515",0
"1516",1
"1517",1
"1518",1
"1519",1
"1520",0
"1521",0
"1522",0
"1523",1
"1524",0
"1525",0
"1526",1
"1527",1
"1528",0
"1529",1
"1530",1
"1531",0
"1532",0
"1533",1
"1534",1
"1535",0
"1536",0
"1537",1
"1538",0
"1539",1
"1540",0
"1541",0
"1542",0
"1543",1
"1544",1
"1545",1
"1546",1
"1547",0
"1548",1
"1549",1
"1550",1
"1551",0
"1552",0
"1553",1
"1554",0
"1555",0
"1556",1
"1557",1
"1558",0
"1559",1
"1560",1
"1561",0
"1562",0
"1563",0
"1564",1
"1565",1
"1566",1
"1567",0
"1568",1
"1569",1
"1570",0
"1571",0
"1572",0
"1573",1
"1574",1
"1575",1
"1576",0
"1577",1
"1578",0
"1579",1
"1580",0
"1581",0
"1582",1
"1583",0
"1584",1
"1585",1
"1586",1
"1587",1
"1588",1
"1589",1
"1590",1
"1591",1
"1592",1
"1593",1
"1594",1
"1595",0
"1596",0
"1597",0
"1598",1
"1599",0
"1600",1
"1601",1
"1602",0
"1603",0
"1604",1
"1605",1
"1606",1
"1607",1
"1608",1
"1609",1
"1610",1
"1611",1
"1612",0
"1613",1
"1614",0
"1615",1
"1616",1
"1617",0
"1618",1
"1619",0
"1620",1
"1621",0
"1622",1
"1623",1
"1624",1
"1625",1
"1626",1
"1627",1
"1628",1
"1629",1
"1630",1
"1631",1
"1632",1
"1633",1
"1634",0
"1635",1
"1636",1
"1637",1
"1638",1
"1639",1
"1640",1
"1641",1
"1642",1
"1643",0
"1644",1
"1645",1
"1646",0
"1647",1
"1648",1
"1649",0
"1650",1
"1651",1
"1652",1
"1653",1
"1654",1
"1655",1
"1656",0
"1657",0
"1658",0
"1659",1
"1660",1
"1661",1
"1662",1
"1663",1
"1664",1
"1665",1
"1666",1
"1667",0
"1668",1
"1669",1
"1670",1
"1671",0
"1672",1
"1673",0
"1674",1
"1675",1
"1676",0
"1677",1
"1678",1
"1679",1
"1680",0
"1681",1
"1682",1
"1683",1
"1684",1
"1685",1
"1686",1
"1687",1
"1688",0
"1689",1
"1690",1
"1691",1
"1692",1
"1693",0
"1694",1
"1695",1
"1696",0
"1697",0
"1698",1
"1699",0
"1700",1
"1701",0
"1702",0
"1703",0
"1704",1
"1705",0
"1706",1
"1707",1
"1708",1
"1709",1
"1710",1
"1711",1
"1712",1
"1713",1
"1714",0
"1715",1
"1716",1
"1717",1
"1718",1
"1719",0
"1720",1
"1721",1
"1722",0
"1723",1
"1724",0
"1725",0
"1726",1
"1727",1
"1728",0
"1729",0
"1730",1
"1731",1
"1732",1
"1733",1
"1734",1
"1735",1
"1736",1
"1737",1
"1738",1
"1739",1
"1740",0
"1741",0
"1742",0
"1743",1
"1744",1
"1745",1
"1746",1
"1747",0
"1748",1
"1749",1
"1750",1
"1751",1
"1752",1
"1753",1
"1754",1
"1755",0
"1756",1
"1757",1
"1758",1
"1759",0
"1760",1
"1761",0
"1762",1
"1763",0
"1764",1
"1765",0
"1766",0
"1767",1
"1768",1
"1769",0
"1770",0
"1771",0
"1772",1
"1773",0
"1774",1
"1775",1
"1776",1
"1777",1
"1778",1
"1779",1
"1780",1
"1781",1
"1782",1
"1783",0
"1784",1
"1785",1
"1786",1
"1787",1
"1788",1
"1789",1
"1790",1
"1791",1
"1792",0
"1793",0
"1794",1
"1795",1
"1796",1
"1797",1
"1798",1
"1799",1
"1800",1
"1801",1
"1802",0
"1803",1
"1804",1
"1805",0
"1806",1
"1807",1
"1808",0
"1809",0
"1810",0
"1811",0
"1812",1
"1813",0
"1814",1
"1815",1
"1816",1
"1817",1
"1818",1
"1819",0
"1820",0
"1821",0
"1822",1
"1823",0
"1824",1
"1825",0
"1826",1
"1827",1
"1828",1
"1829",0
"1830",0
"1831",0
"1832",1
"1833",0
"1834",1
"1835",1
"1836",0
"1837",1
"1838",1
"1839",0
"1840",0
"1841",1
"1842",1
"1843",1
"1844",1
"1845",0
"1846",1
"1847",0
"1848",1
"1849",1
"1850",1
"1851",1
"1852",1
"1853",1
"1854",1
"1855",1
"1856",1
"1857",1
"1858",1
"1859",0
"1860",1
"1861",0
"1862",0
"1863",1
"1864",0
"1865",1
"1866",0
"1867",1
"1868",0
"1869",1
"1870",0
"1871",1
"1872",0
"1873",1
"1874",0
"1875",0
"1876",1
"1877",1
"1878",1
"1879",1
"1880",1
"1881",0
"1882",1
"1883",1
"1884",1
"1885",1
"1886",1
"1887",1
"1888",1
"1889",1
"1890",1
"1891",1
"1892",1
"1893",0
"1894",1
"1895",0
"1896",1
"1897",0
"1898",1
"1899",1
"1900",1
"1901",1
"1902",0
"1903",1
"1904",0
"1905",0
"1906",1
"1907",1
"1908",1
"1909",1
"1910",1
"1911",0
"1912",1
"1913",0
"1914",1
"1915",0
"1916",1
"1917",0
"1918",1
"1919",0
"1920",0
"1921",1
"1922",1
"1923",1
"1924",1
"1925",1
"1926",1
"1927",1
"1928",0
"1929",1
"1930",0
"1931",1
"1932",0
"1933",1
"1934",1
"1935",1
"1936",0
"1937",1
"1938",1
"1939",0
"1940",1
"1941",1
"1942",1
"1943",1
"1944",1
"1945",0
"1946",1
"1947",1
"1948",1
"1949",1
"1950",0
"1951",1
"1952",0
"1953",1
"1954",0
"1955",1
"1956",0
"1957",1
"1958",1
"1959",1
"1960",1
"1961",1
"1962",1
"1963",1
"1964",1
"1965",0
"1966",0
"1967",1
"1968",1
"1969",0
"1970",1
"1971",1
"1972",0
"1973",1
"1974",1
"1975",1
"1976",1
"1977",1
"1978",1
"1979",0
"1980",0
"1981",0
"1982",1
"1983",0
"1984",1
"1985",0
"1986",1
"1987",1
"1988",1
"1989",1
"1990",1
"1991",1
"1992",1
"1993",0
"1994",1
"1995",0
"1996",0
"1997",0
"1998",1
"1999",0
"2000",0
"2001",1
"2002",1
"2003",1
"2004",0
"2005",1
"2006",0
"2007",0
"2008",1
"2009",1
"2010",1
"2011",1
"2012",1
"2013",1
"2014",0
"2015",1
"2016",1
"2017",1
"2018",1
"2019",1
"2020",1
"2021",1
"2022",0
"2023",1
"2024",1
"2025",1
"2026",0
"2027",0
"2028",0
"2029",0
"2030",0
"2031",0
"2032",1
"2033",1
"2034",0
"2035",0
"2036",0
"2037",1
"2038",1
"2039",1
"2040",0
"2041",1
"2042",0
"2043",1
"2044",1
"2045",0
"2046",0
"2047",0
"2048",1
"2049",1
"2050",0
"2051",0
"2052",1
"2053",0
"2054",0
"2055",0
"2056",1
"2057",1
"2058",1
"2059",0
"2060",0
"2061",1
"2062",0
"2063",1
"2064",1
"2065",0
"2066",0
"2067",0
"2068",1
"2069",1
"2070",1
"2071",0
"2072",1
"2073",0
"2074",0
"2075",1
"2076",1
"2077",1
"2078",1
"2079",0
"2080",0
"2081",1
"2082",1
"2083",0
"2084",0
"2085",1
"2086",0
"2087",1
"2088",1
"2089",1
"2090",1
"2091",1
"2092",1
"2093",1
"2094",0
"2095",1
"2096",1
"2097",1
"2098",1
"2099",0
"2100",0
"2101",0
"2102",1
"2103",1
"2104",1
"2105",1
"2106",1
"2107",1
"2108",1
"2109",0
"2110",1
"2111",0
"2112",1
"2113",1
"2114",0
"2115",1
"2116",1
"2117",1
"2118",1
"2119",1
"2120",1
"2121",0
"2122",0
"2123",0
"2124",0
"2125",0
"2126",1
"2127",1
"2128",1
"2129",1
"2130",1
"2131",1
"2132",1
"2133",0
"2134",1
"2135",0
"2136",1
"2137",1
"2138",1
"2139",1
"2140",1
"2141",1
"2142",1
"2143",1
"2144",1
"2145",0
"2146",1
"2147",1
"2148",1
"2149",0
"2150",1
"2151",0
"2152",1
"2153",1
"2154",1
"2155",1
"2156",1
"2157",1
"2158",1
"2159",1
"2160",1
"2161",1
"2162",1
"2163",1
"2164",1
"2165",1
"2166",0
"2167",0
"2168",1
"2169",1
"2170",1
"2171",1
"2172",0
"2173",1
"2174",1
"2175",1
"2176",1
"2177",0
"2178",0
"2179",1
"2180",1
"2181",1
"2182",0
"2183",0
"2184",0
"2185",1
"2186",1
"2187",0
"2188",1
"2189",1
"2190",1
"2191",1
"2192",1
"2193",1
"2194",1
"2195",1
"2196",1
"2197",0
"2198",0
"2199",0
"2200",1
"2201",1
"2202",0
"2203",1
"2204",1
"2205",1
"2206",0
"2207",1
"2208",1
"2209",0
"2210",1
"2211",0
"2212",1
"2213",1
"2214",0
"2215",0
"2216",1
"2217",0
"2218",1
"2219",0
"2220",1
"2221",0
"2222",1
"2223",1
"2224",1
"2225",0
"2226",0
"2227",1
"2228",0
"2229",1
"2230",0
"2231",0
"2232",0
"2233",1
"2234",1
"2235",1
"2236",1
"2237",1
"2238",0
"2239",0
"2240",1
"2241",1
"2242",1
"2243",1
"2244",1
"2245",0
"2246",1
"2247",1
"2248",1
"2249",1
"2250",1
"2251",1
"2252",0
"2253",1
"2254",1
"2255",1
"2256",0
"2257",0
"2258",0
"2259",1
"2260",1
"2261",1
"2262",1
"2263",1
"2264",1
"2265",1
"2266",1
"2267",1
"2268",1
"2269",0
"2270",1
"2271",1
"2272",1
"2273",1
"2274",1
"2275",0
"2276",1
"2277",0
"2278",1
"2279",1
"2280",1
"2281",1
"2282",1
"2283",1
"2284",1
"2285",0
"2286",1
"2287",1
"2288",0
"2289",0
"2290",1
"2291",1
"2292",0
"2293",0
"2294",0
"2295",1
"2296",1
"2297",0
"2298",1
"2299",0
"2300",0
"2301",1
"2302",1
"2303",0
"2304",0
"2305",1
"2306",1
"2307",1
"2308",1
"2309",1
"2310",1
"2311",1
"2312",1
"2313",0
"2314",0
"2315",1
"2316",0
"2317",1
"2318",0
"2319",1
"2320",1
"2321",0
"2322",1
"2323",0
"2324",0
"2325",1
"2326",1
"2327",1
"2328",0
"2329",1
"2330",1
"2331",1
"2332",1
"2333",1
"2334",1
"2335",1
"2336",1
"2337",0
"2338",1
"2339",0
"2340",1
"2341",1
"2342",0
"2343",1
"2344",0
"2345",1
"2346",1
"2347",1
"2348",0
"2349",1
"2350",0
"2351",1
"2352",1
"2353",0
"2354",1
"2355",1
"2356",1
"2357",1
"2358",1
"2359",1
"2360",1
"2361",1
"2362",1
"2363",1
"2364",1
"2365",1
"2366",1
"2367",1
"2368",0
"2369",1
"2370",1
"2371",1
"2372",1
"2373",1
"2374",0
"2375",0
"2376",1
"2377",1
"2378",0
"2379",1
"2380",0
"2381",1
"2382",1
"2383",1
"2384",0
"2385",0
"2386",0
"2387",1
"2388",0
"2389",0
"2390",1
"2391",1
"2392",1
"2393",1
"2394",1
"2395",1
"2396",1
"2397",1
"2398",1
"2399",1
"2400",1
"2401",0
"2402",1
"2403",1
"2404",0
"2405",1
"2406",1
"2407",1
"2408",1
"2409",1
"2410",0
"2411",1
"2412",0
"2413",1
"2414",0
"2415",1
"2416",1
"2417",1
"2418",1
"2419",1
"2420",1
"2421",0
"2422",1
"2423",1
"2424",1
"2425",1
"2426",1
"2427",1
"2428",1
"2429",1
"2430",1
"2431",1
"2432",0
"2433",1
"2434",0
"2435",0
"2436",1
"2437",1
"2438",1
"2439",0
"2440",1
"2441",1
"2442",1
"2443",0
"2444",1
"2445",1
"2446",1
"2447",1
"2448",1
"2449",1
"2450",0
"2451",0
"2452",1
"2453",0
"2454",1
"2455",1
"2456",0
"2457",1
"2458",1
"2459",0
"2460",1
"2461",1
"2462",0
"2463",1
"2464",1
"2465",0
"2466",1
"2467",1
"2468",1
"2469",1
"2470",0
"2471",1
"2472",1
"2473",1
"2474",1
"2475",1
"2476",1
"2477",1
"2478",1
"2479",0
"2480",1
"2481",1
"2482",0
"2483",0
"2484",1
"2485",0
"2486",0
"2487",0
"2488",0
"2489",0
"2490",1
"2491",1
"2492",1
"2493",1
"2494",1
"2495",1
"2496",1
"2497",1
"2498",1
