"","x"
"144",1520.87557032177
"145",1793.53840008355
"146",1670.42219942593
"147",1418.85114090024
"148",1616.9571357457
"149",1572.9735026308
"150",1668.21267506594
"151",1407.0082399893
"152",1789.3516236
"153",1614.54295823496
"154",1731.23605021146
"155",1634.67166562094
"156",1431.1360653678
"157",1678.17029882737
"158",1853.43709440055
"159",1793.23719715058
"160",1251.59585508329
"161",1226.94924806068
"162",1313.17985916998
"163",1407.24294885191
"164",1240.63232788304
"165",1630.57935548157
"166",1369.26974162253
"167",1235.76184077806
"168",1495.14330799263
"169",1443.80572638103
"170",1520.0571035993
"171",1200.1494797681
"172",1239.23150208576
"173",1857.80515300927
"174",1259.69810063665
"175",1474.01733647461
"176",1460.56604779755
"177",1576.12817915531
"178",1471.56764792852
"179",1684.16188495239
"180",1402.17453456883
"181",1551.10185619299
"182",1606.46748672711
"183",1761.71917385304
"184",1873.62473608608
"185",1570.27419999135
"186",1542.75177508853
"187",1441.91719686466
"188",1352.5286608473
"189",1447.01656228354
"190",1768.66705571868
"191",1665.22416321159
"192",1480.9374749183
"193",1681.14184953732
"194",1130.59690044332
"195",1945.25789861451
"196",1211.89457738276
"197",1567.74363887313
"198",1472.89824042896
"199",1171.97180783912
"200",1382.31732705191
"201",1260.62461709862
"202",1635.91472275429
"203",1638.17563258563
"204",1475.62581503821
"205",1520.14597797338
"206",1581.63627679687
"207",1492.28532841196
"208",1599.84117416524
"209",1180.46426915504
"210",1163.3272054424
"211",1500.14699827414
"212",1335.34202095017
"213",1296.09744246884
"214",1278.96988600179
"215",1615.62811846773
"216",1298.95503869768
"217",1784.93730144755
"218",1248.88914501253
"219",1236.95896508217
"220",1610.05513365252
"221",1769.78992874206
"222",1699.71849920057
"223",1613.75874554474
"224",1970.65868368437
"225",1303.98507719249
"226",1258.499099036
"227",1397.20909385617
"228",1577.37947511026
"229",1301.48787578358
"230",1423.8518240416
"231",1537.07730685056
"232",1246.94593221084
"233",1641.64248392151
"234",1699.71711748268
"235",1286.51581308724
"236",1293.96062923047
"237",1528.29427678545
"238",1613.36301387521
"239",1447.36746917735
"240",1809.76899777499
"241",1409.90722866468
"242",1305.96503549881
"243",1575.91840611539
"244",1501.48694289791
"245",1214.60065314526
"246",1577.61914126427
"247",1333.94582741917
"248",1590.84205241561
"249",1568.50844257396
"250",1412.79516260928
"251",1782.08750230533
"252",1562.81647910061
"253",1470.85778417179
"254",1375.72067537018
"255",1360.87075721606
"256",1409.39461682679
"257",1564.76857744471
"258",1591.91695216011
"259",1662.53430048036
"260",1158.93164052866
"261",1354.7373268663
"262",1509.87853796501
"263",1584.48918162128
"264",1204.38596162322
"265",1558.90366145506
"266",1432.7900802539
"267",1313.69552970348
"268",1388.99754942473
"269",1341.33949215556
"270",1158.07616846176
"271",1498.83905055089
"272",1262.45491114814
"273",1506.35589024201
"274",1634.43622116329
"275",1462.86348018814
"276",1810.60205433376
"277",1517.40391377741
"278",1287.4813739484
"279",1718.94474351861
"280",1427.82394569268
"281",1463.98255302969
"282",1348.5590077995
"283",1596.36804821571
"284",1516.63183570281
"285",1522.82661134121
"286",1420.79831691908
"287",1054.1017798185
"288",1141.77564373371
"289",1773.5323504663
"290",1332.08919661221
"291",1608.00688767924
"292",1507.00346644161
"293",1087.12590075886
"294",1584.06901812995
"295",1619.44636681387
"296",1455.03732403494
"297",1314.65399149128
"298",1528.82088587915
"299",1531.60864386043
"300",1576.69861034913
"301",1253.08250031298
"302",1676.49825341043
"303",1680.06217190197
"304",1507.86468477488
"305",1721.87066309883
"306",1489.13431893873
"307",1362.53501634926
"308",1485.32090089832
"309",1373.13028503048
"310",1650.37187463386
"311",1016.53240925467
"312",1440.19952218217
"313",1707.63558642564
"314",1600.5595761755
"315",1425.54928697683
"316",1388.63629320509
"317",1257.16051701332
"318",1310.7602339937
"319",1363.19769865242
"320",1822.38665745822
"321",1099.69193979207
"322",1542.8745454888
"323",1244.03841969703
"324",1481.81525367227
"325",1621.26987709114
"326",1622.84113835028
"327",1585.86137996535
"328",1691.98382898869
"329",1552.40985967089
"330",1796.34855963328
"331",1601.0921438314
"332",1762.64235895061
"333",1366.96035054996
"334",1595.68297191479
"335",1365.08093761742
"336",1571.78345026596
"337",1461.23251731403
"338",1202.57015607828
"339",1218.38481905375
"340",1217.42435404944
"341",1453.14096906771
"342",1360.85381385995
"343",1395.11727939905
"344",1335.29825865305
"345",1436.25677546198
"346",1339.6045963092
"347",1321.86425204538
"348",1661.41763579077
"349",1439.68963872105
"350",1254.46209026331
"351",1783.95647174323
"352",1641.32896170368
"353",1567.38895730227
"354",1442.62469181015
"355",1211.2703057494
"356",1574.70997251907
"357",1632.49701134207
"358",1198.02631602693
"359",2149.64869376976
"360",1415.98324998248
"361",1632.21190091595
"362",1514.881395593
"363",1504.23349045794
"364",1532.5816088645
"365",1451.95600186739
"366",1050.41460587644
"367",1232.37042519773
"368",1109.7189304284
"369",1611.55849712917
"370",1411.70465127516
"371",1318.80636207732
"372",1679.37023515776
"373",1393.12290941866
"374",1349.10959919103
"375",1300.66197322182
"376",1717.55056037372
"377",1230.19433672954
"378",1625.02130996174
"379",1403.43219414132
"380",1906.4005629421
"381",1299.47464334712
"382",1484.01094696383
"383",1639.28858007148
"384",1301.31459668062
"385",1249.28836742998
"386",1527.11117325834
"387",1279.63806399126
"388",1372.66659007317
"389",1717.30346063064
"390",1148.78198279281
"391",1377.96047544144
"392",1515.3587869065
"393",1605.46030417492
"394",1328.68859246306
"395",1445.78672883432
"396",1468.34499793411
"397",1181.96912030218
"398",1409.99947955761
"399",1500.23168379974
"400",1640.27997301524
"401",1386.25797817614
"402",1895.1566169412
"403",1704.0025259671
"404",1392.84918393628
"405",1269.67498761966
"406",1732.18024207723
"407",1457.54152607236
"408",1592.96174161423
"409",1731.32841288458
"410",1550.85629355882
"411",1571.21637961821
"412",1669.00478676958
"413",1274.62027381721
"414",1235.38128688119
"415",1725.3680152102
"416",1136.34224270779
"417",1693.53558880994
"418",1376.0197895429
"419",1917.14349680985
"420",1690.24623022188
"421",1639.89515957291
"422",1520.02492774302
"423",1767.49492947453
"424",1539.74501741594
"425",1100.87789509229
"426",1522.94683780512
"427",1428.64055837237
"428",1759.16870966185
"429",1706.50963592831
"430",1819.92031060615
"431",1435.81535074015
"432",1337.19890429439
"433",1508.15835973034
"434",1257.31241425118
"435",1842.42889886406
"436",1569.15046560101
"437",1403.05228266654
"438",1534.67014632537
"439",1137.61351150378
"440",1609.86022326023
"441",1534.67522255978
"442",1821.14351001216
"443",1620.97853786273
"444",1248.74140694662
"445",1488.44839694017
"446",1655.62429540199
"447",1548.506352625
"448",1454.66992771191
"449",1661.30814976007
"450",1564.87556145844
"451",1218.85270749508
"452",1683.4505948283
"453",1433.69420008001
"454",1390.78386697603
"455",1385.74366169717
"456",1481.00163562919
"457",1659.42590721629
"458",1576.57400467418
"459",1435.55304322502
"460",1552.38319840469
"461",1385.06341923137
"462",1281.0155234305
"463",1514.34669558125
"464",1305.92006004756
"465",1445.50961457189
"466",1692.16146251889
"467",1543.44493346292
"468",1665.69145492978
"469",1305.23342346516
"470",1499.49645949571
"471",1766.84890538239
"472",1693.37788993228
"473",1591.79159201937
"474",1547.31955430169
"475",1646.73071808817
"476",1529.84830666349
"477",1507.67053567632
"478",1672.52604529426
"479",1467.93235548426
"480",1652.77791998464
"481",1353.93310143854
"482",1453.63419234597
"483",1559.92189173305
"484",1695.70453882814
"485",1213.31325119252
"486",1737.31806720824
"487",1620.15467389073
"488",1444.18942416387
"489",1425.57382635167
"490",1547.22322076434
"491",1626.51522112641
"492",1479.26510851315
"493",1423.92873380361
"494",1640.18876517515
"495",1472.06779409689
"496",1552.43755062414
"497",1790.36435668883
"498",1847.00774069523
"499",1562.30764524687
"500",1534.83627222501
"501",1385.18159502203
"502",1238.2480875023
"503",1549.15837625701
"504",1679.03522943331
"505",1213.71354578622
"506",1782.28715994569
"507",1519.0576999048
"508",1412.41558859031
"509",1411.16918889697
"510",1166.12412338515
"511",701.372973832671
"512",1496.56283056952
"513",1157.01617534366
"514",1855.69318889469
"515",1941.96298527479
"516",1519.97320283622
"517",1239.01556052219
"518",1478.43975190191
"519",1387.55110998288
"520",1738.61409604827
"521",1759.59989108813
"522",1414.41420895525
"523",1646.67841058624
"524",1499.15292530557
"525",1861.37309319787
"526",1582.66480228978
"527",1348.40672432302
"528",1611.42873514989
"529",1449.79584069416
"530",1692.10763342253
"531",1716.08826087559
"532",1711.23814402937
"533",1644.80200928591
"534",1534.88263311505
"535",1611.16901075824
"536",1324.76090161831
"537",1785.15679989972
"538",1155.40603375351
"539",1246.96860672267
"540",1547.41241954575
"541",1745.13179804398
"542",1577.90639350217
"543",1632.34721963733
"544",1508.14689511021
"545",1866.09021115703
"546",1633.27632713576
"547",1413.14917955276
"548",1487.82183663167
"549",1690.94848072551
"550",1578.38235308712
"551",1175.91953780322
"552",1771.1844272241
"553",1640.35656273959
"554",1488.41041687776
"555",1161.76013556629
"556",1601.81010088981
"557",1277.93800090217
"558",1606.33219912876
"559",1252.51237223109
"560",1690.37651437817
"561",1597.60265232303
"562",1639.83421071567
"563",1452.20664084011
"564",1833.6218010018
"565",1349.02025806754
"566",1602.85060380852
"567",1513.48618964824
"568",1375.49804603057
"569",1579.50873098601
"570",1650.50116565022
"571",1744.03556616766
"572",1508.1492075572
"573",1671.6048305612
"574",1444.54835964524
"575",1394.77020788775
"576",1682.81505987006
"577",1886.27061431786
"578",1492.6779650479
"579",1666.9974382792
"580",1384.22597738575
"581",1399.59599983043
"582",1479.942257359
"583",1616.13257513148
"584",1386.9450998454
"585",1501.51294840034
"586",1722.75918613986
"587",1683.16399761427
"588",1721.1286790826
"589",1887.7015617519
"590",1258.4322556765
"591",1431.94507811107
"592",1422.30241758972
"593",1186.60819872728
"594",1560.59539449008
"595",1252.87713555308
"596",1440.76700376023
"597",1461.87613615137
"598",1565.01284248807
"599",1646.06695259161
"600",1914.34855827542
"601",1246.70065509021
"602",1607.46494359915
"603",1043.55874889897
"604",1806.36682943083
"605",1590.32357574228
"606",1773.59993696458
"607",1433.81592186995
"608",1327.81391070247
"609",1412.52322751393
"610",1550.82116009692
"611",1217.88911831341
"612",1525.54183752838
"613",1261.33824780652
"614",1359.47804873371
"615",1378.24525913762
"616",1320.50960409423
"617",1415.39385499389
"618",1943.59129477147
"619",1409.8123294207
"620",1531.00024339621
"621",1751.72693562406
"622",1663.50184102923
"623",1604.07580752118
"624",1383.64462104779
"625",1576.30004054168
"626",1751.40728861935
"627",1495.95293920956
"628",1160.43008989867
"629",1395.97200990539
"630",1641.91467399858
"631",1708.90057100943
"632",1213.48367853377
"633",1466.52671449442
"634",1697.20682168426
"635",1717.51679204526
"636",1431.26665175816
"637",1561.13056508892
"638",1601.88811343499
"639",1506.65210080679
"640",1578.28975263836
"641",1188.37082250157
"642",1803.16934860686
"643",1113.82988558692
"644",1352.7704996201
"645",1691.14479314262
"646",1342.56204175392
"647",1492.90706458326
"648",1779.96866661779
"649",1666.66820244058
"650",1500.68205661695
"651",1285.72877774304
"652",1379.98177509489
"653",1359.85584915965
"654",1434.51970234756
"655",1503.72769012802
"656",1351.50162595012
"657",1483.74450797218
"658",1713.61858418302
"659",1292.76260981169
"660",1320.15409662987
"661",1485.36613132478
"662",1839.9703739751
"663",1297.61100616801
"664",1455.70542895605
"665",1290.78758393011
"666",1241.07900700367
"667",1567.16733480856
"668",1146.28673434954
"669",1395.5666276733
"670",1414.55275907763
"671",1464.55463539054
"672",1617.15182494632
"673",1709.0977685998
"674",1553.77055331355
"675",1395.45825483508
"676",1445.48604488794
"677",1446.74302451183
"678",1368.87724181014
"679",1683.11764640828
"680",1357.95311847425
"681",963.306852620509
"682",1170.51020320614
"683",1582.99581216099
"684",1561.42922482992
"685",1386.10993522211
"686",1337.09980149928
"687",1608.71466591471
"688",1675.43599684526
"689",1604.68947219954
"690",1441.68507977571
"691",1623.46798597887
"692",1883.47783272071
"693",1723.27154644682
"694",1730.84226053072
"695",1947.3988968168
"696",1467.11846801945
"697",1601.40488879037
"698",1427.31514368173
"699",1520.32786696509
"700",1728.75497724102
"701",1476.34269859396
"702",1657.72054452988
"703",1476.00125977779
"704",1661.62770532886
"705",1498.41856032731
"706",1773.43082119077
"707",1632.23114285545
"708",1457.56340424542
"709",1580.53740875702
"710",1660.47817327342
"711",1591.78315343932
"712",1739.4351305263
"713",1304.65230249067
"714",1717.97829077285
"715",1644.44594747401
"716",1556.20628185241
"717",1232.49943323092
"718",2021.03232718913
"719",1832.77616067228
"720",1942.22690634913
"721",1684.68169066951
"722",1395.59892942254
"723",1305.97664944884
"724",2071.70567352555
"725",1644.04948215948
"726",1513.35889358498
"727",1204.93995659817
"728",1131.72029818423
"729",1437.82383790748
"730",1121.75598865258
"731",1664.7956952641
"732",1518.4913090916
"733",1440.77748869848
"734",1474.15778117483
"735",1264.30765329742
"736",1449.43039336852
"737",1602.012179721
"738",1645.61740123361
"739",1753.77888504314
"740",1547.27431420728
"741",1532.07522881363
"742",1357.1829996943
"743",1491.79084821893
"744",1807.60398377916
"745",1612.59585973039
"746",1508.55204962016
"747",1004.02646330502
"748",1422.78832280357
"749",1776.0544541281
"750",1806.78966730899
"751",1507.99331070044
"752",1831.64454564741
"753",1742.91773034362
"754",1764.9106613731
"755",1695.3379855381
"756",1384.22241998924
"757",1454.48727911182
"758",1868.20234950278
"759",1495.91013845151
"760",1167.80603472976
"761",1331.0738321895
"762",1352.45553104754
"763",1382.56678538359
"764",1422.46712868283
"765",1420.27278087683
"766",1490.84462813661
"767",1419.87986306766
"768",1611.18918876163
"769",1081.79911575801
"770",1644.68081548645
"771",1447.18546309361
"772",1645.82600276673
"773",1453.94484557523
"774",1677.95205891968
"775",1687.94521351852
"776",1292.19293303456
"777",1415.96089361161
"778",1901.69494308135
"779",1488.89249178718
"780",1186.02959856298
"781",1395.59371873572
"782",1343.29632702188
"783",1579.87145277141
"784",1800.58251384226
"785",1473.82410608599
"786",1451.21232201404
"787",1433.01035409908
"788",1292.23797385194
"789",1459.86716628256
"790",1337.55012195738
"791",1419.65785752345
"792",1438.66140547424
"793",1230.54859165822
"794",1521.81212123964
"795",1135.18620112905
"796",1454.39618283653
"797",1387.53423088768
"798",1372.66237220016
"799",1655.33456635023
"800",1726.93382840061
"801",1478.13755250172
"802",1346.71467230802
"803",1387.72212315197
"804",1503.17778562047
"805",962.802581128742
"806",1392.53755504788
"807",1789.40079954526
"808",1665.31043758033
"809",1484.51701284869
"810",1448.28005896679
"811",1602.15043563234
"812",1448.42642483779
"813",1296.9745090454
"814",1614.6130018477
"815",1704.08854053196
"816",1444.90441125987
"817",1264.40999755148
"818",1354.04979709175
"819",1502.84798070314
"820",1706.56070558569
"821",1848.6121968766
"822",1773.01383724249
"823",1581.90845768716
"824",1657.31042744075
"825",1678.39238938825
"826",2004.6218761752
"827",1258.90150575753
"828",1403.85992611512
"829",1355.02679160379
"830",1140.61330892593
"831",1525.69912595239
"832",1735.09279210777
"833",1481.86463934115
"834",1669.71532964764
"835",1375.0879557048
"836",1768.26487434491
"837",1341.08959994283
"838",1555.61375501981
"839",1252.20407154485
"840",1353.79933937734
"841",1443.01578546927
"842",1272.06233462163
"843",1429.70917923463
"844",1071.59124549506
"845",1539.75594074116
"846",1528.9095802948
"847",1570.79937864757
"848",1285.53580182001
"849",1238.85339608739
"850",1564.72181922936
"851",1352.0561306979
"852",1653.2255630078
"853",1737.46639002941
"854",966.18037616852
"855",1584.92620076936
"856",1121.04065262647
"857",1509.53393616292
"858",1249.89385180333
"859",1594.70913404452
"860",1478.21301852034
"861",1198.31222382039
"862",1654.21639945992
"863",1535.60297896769
"864",1427.17515092126
"865",1498.49257261971
"866",1321.92435457044
"867",1586.07637922759
"868",1212.36083856806
"869",1338.50488826854
"870",1486.26328557596
"871",1552.30922580758
"872",1667.72278578488
"873",1407.41699517866
"874",1738.99451733223
"875",1325.57693075567
"876",1531.68395498064
"877",1594.25942134411
"878",1177.86257046753
"879",1364.59315104264
"880",1285.45885005246
"881",1311.32143805921
"882",1527.9606045974
"883",1841.44356924508
"884",1407.24405134454
"885",1974.0874913008
"886",1825.22510500177
"887",1582.58411532237
"888",1662.73207806804
"889",1522.19388646712
"890",1317.45795485353
"891",929.30188974436
"892",1344.20026686813
"893",1616.71589278953
"894",1337.22351835969
"895",1659.16094246037
"896",1722.97500097148
"897",1534.57565422159
"898",1819.01915469142
"899",1481.85329687791
"900",1628.34129899185
"901",1370.9703007671
"902",1294.47809684222
"903",1528.40599564491
"904",1518.06818616159
"905",1519.92680486686
"906",1587.22343788151
"907",1680.98037637511
"908",1724.31373140391
"909",1498.92456295923
"910",1400.75618855009
"911",1890.80743388695
"912",1605.71483926374
"913",1478.84188605963
"914",1334.43481037663
"915",1336.85284907198
"916",1648.65459322155
"917",1618.20862743025
"918",1650.41728125836
"919",1717.21006925099
"920",1651.14452731657
"921",1412.21558536079
"922",1693.09055127637
"923",1429.53141165848
"924",1568.67669158637
"925",1443.18013647296
"926",1720.69388006661
"927",1399.60816653285
"928",1452.58859367584
"929",1266.49102310729
"930",1146.96443277314
"931",1660.80234672348
"932",1461.97806453207
"933",1516.27802647031
"934",1304.90113159107
"935",1759.38864390317
"936",1223.3079733331
"937",1531.69556543395
"938",1828.28761622349
"939",1368.25180574835
"940",1491.31521329228
"941",1271.7712101004
"942",1505.18780264385
"943",1221.47226625296
"944",1295.69241003064
"945",1428.68973724899
"946",1354.21662363379
"947",1539.71392538118
"948",1634.91904551179
"949",1588.62526976254
"950",1423.29264885359
"951",1176.78951235426
"952",1233.00281334102
"953",1523.753448862
"954",1711.67084885328
"955",1755.21013373752
"956",1531.14380379738
"957",1990.22246876074
"958",1440.64487550198
"959",1669.79482435317
"960",1477.74060607009
"961",1811.6471340901
"962",1216.375889395
"963",1300.59153451281
"964",1282.98679263841
"965",1400.38784388033
"966",1467.06454829626
"967",1913.29505717514
"968",1653.42190710569
"969",1669.39194604351
"970",1418.29821547849
"971",1194.70382527014
"972",1714.98855512294
"973",1567.22464859464
"974",1534.63176933523
"975",1499.04931821815
"976",1720.71503890518
"977",1923.73545684351
"978",1729.69043742819
"979",1703.80078941454
"980",1349.0995528759
"981",1171.98635884145
"982",1764.46315119682
"983",1341.89553201364
"984",1406.51349160782
"985",1569.07831848772
"986",1158.92705556849
"987",1791.26419732366
"988",1646.58350806974
"989",1740.42025552876
"990",1329.42094595578
"991",1508.96097733534
"992",1777.05974602677
"993",1631.46792864216
"994",1451.1648706429
"995",1124.26457112691
"996",1725.81736103479
"997",1365.99546688885
"998",1203.25006871271
"999",1139.71832327751
"1000",1471.80858722189
"1001",1628.03454324556
"1002",1979.03403628874
"1003",1610.74080342137
"1004",1778.67905577232
"1005",1455.23952132697
"1006",1560.51830510824
"1007",1456.26026354876
"1008",1419.55245059601
"1009",1408.79865736118
"1010",1556.23116206298
"1011",1316.98780481169
"1012",1462.47541311145
"1013",1371.76386780535
"1014",1469.99185355043
"1015",1301.90318273883
"1016",1410.73794238476
"1017",1108.00532405501
"1018",1419.29602106099
"1019",1844.02707358035
"1020",1747.74354830006
"1021",1859.63814991026
"1022",1729.57303442248
"1023",1448.15674648979
"1024",1638.33587601775
"1025",1421.27740924882
"1026",1527.78410280447
"1027",1332.42760591507
"1028",1865.54768569708
"1029",1647.29517846825
"1030",1469.79433468656
"1031",1436.38381189009
"1032",1557.08386081632
"1033",1472.13686547644
"1034",1548.20540063982
"1035",1695.59954129298
"1036",1872.78826565309
"1037",1532.57092733549
"1038",1808.11208085552
"1039",1327.45725236838
"1040",1499.4032005075
"1041",1549.96509300929
"1042",1346.87574695986
"1043",1650.89391364079
"1044",1555.23609497958
"1045",1695.99391389464
"1046",1316.55325351541
"1047",1573.58416872005
"1048",1513.86470507511
"1049",1740.44021636356
"1050",1530.29224392705
"1051",1492.09846917903
"1052",1625.35515363646
"1053",1436.28061482163
"1054",1408.2213272237
"1055",1364.06362563611
"1056",1141.62845511538
"1057",1479.61527267862
"1058",1235.74319632576
"1059",1419.64921009558
"1060",1431.34190521455
"1061",1700.20906310615
"1062",1384.73837203568
"1063",1617.60537188829
"1064",1400.27031099851
"1065",1677.35611976849
"1066",1764.35831647764
"1067",1684.19877419995
"1068",1642.9091017178
"1069",1054.41961069835
"1070",1585.93243330588
"1071",1615.34614842909
"1072",1381.63403142763
"1073",1521.16640139903
"1074",1251.83273744515
"1075",1762.70911827917
"1076",1419.81563491413
"1077",1811.48162623181
"1078",1272.17018010866
"1079",1258.09812179647
"1080",1546.25916470133
"1081",1258.57006714503
"1082",1030.29746380377
"1083",1345.20321128846
"1084",1648.61895969563
"1085",1375.1890009742
"1086",1446.02929390986
"1087",1731.43327495354
"1088",1721.14619182
"1089",1112.45972789245
"1090",1517.97319912083
"1091",1168.60004303951
"1092",1710.04496023459
"1093",1311.27227067177
"1094",1696.04223484903
"1095",1458.65316578507
"1096",1562.51832171554
"1097",1930.65522881565
"1098",1058.33955732383
"1099",1365.2526563335
"1100",1846.28536062206
"1101",1630.50297948572
"1102",1477.38967349105
"1103",1135.82834773106
"1104",1334.03335221964
"1105",1576.89451896573
"1106",1458.70201764511
"1107",1452.07210881492
"1108",1482.84503200542
"1109",1489.27024168912
"1110",1671.09288444849
"1111",1224.04082379043
"1112",1486.49457289714
"1113",1392.52571349358
"1114",1540.75509573975
"1115",1733.08411048597
"1116",1256.31791313485
"1117",1492.18278824374
"1118",1540.55955107003
"1119",1458.73486316899
"1120",1428.98462131666
"1121",1610.15093889198
"1122",1454.05073702846
"1123",1602.83331520224
"1124",1261.83807037223
"1125",1610.23290932106
"1126",1796.30872530577
"1127",1244.56189176517
"1128",1478.47389334217
"1129",1445.62699204127
"1130",1365.744656836
"1131",1121.00706330873
"1132",1472.95293953663
"1133",1427.56436297958
"1134",1548.79196039703
"1135",1796.42923204647
"1136",1313.54352902962
"1137",1478.84824333316
"1138",1084.07236992412
"1139",1317.97006533887
"1140",1190.94460558545
"1141",1415.68338722379
"1142",1356.41446852067
"1143",1802.76665128435
"1144",1593.35732794379
"1145",1539.99657811621
"1146",1355.65671120495
"1147",1668.35300296379
"1148",1388.74168447611
"1149",1428.98255104786
"1150",1466.6214363988
"1151",1730.31865207761
"1152",1739.34064430825
"1153",1542.17222606183
"1154",1834.10188733788
"1155",1617.28625799525
"1156",1514.70140815987
"1157",1270.32153518838
"1158",1604.21477480779
"1159",1515.08143845256
"1160",1440.49979759439
"1161",1541.05073808791
"1162",1733.20636962524
"1163",1509.74838762548
"1164",1413.23712175057
"1165",1600.37334160715
"1166",1319.31844153182
"1167",1574.20819126878
"1168",1420.52125813704
"1169",1534.8295387333
"1170",1545.30645412003
"1171",1742.28235378508
"1172",1270.46920730046
"1173",1334.30598527206
"1174",1596.10065815583
"1175",1351.96310525434
"1176",1730.72147252287
"1177",1605.30138308128
"1178",1427.64475995984
"1179",1642.89302450526
"1180",1275.7727072842
"1181",1417.21329235298
"1182",1488.6789970785
"1183",1871.25444467433
"1184",1326.95736965977
"1185",1267.93961888048
"1186",1509.97617986703
"1187",1783.57642463976
"1188",951.249792465224
"1189",1658.16323666722
"1190",1339.94517631153
"1191",1833.1345072535
"1192",1677.55618674684
"1193",1625.28053448387
"1194",1670.58492464341
"1195",1193.0273605487
"1196",1350.95157247477
"1197",1463.35061503183
"1198",1302.13213017839
"1199",1523.92571619355
"1200",1517.12886506049
"1201",1219.78726996478
"1202",1566.18846741789
"1203",1520.59515110009
"1204",1409.49196423719
"1205",1439.45756009656
"1206",1511.03044100438
"1207",1494.69049462138
"1208",1677.21131300488
"1209",1715.54221473264
"1210",1604.36912529158
"1211",1557.94853406508
"1212",1021.17363549756
"1213",1881.77660821801
"1214",1387.19552410717
"1215",1530.39660021595
"1216",1472.08664317114
"1217",1420.77103321693
"1218",2000.64560359434
"1219",1500.76903635492
"1220",1407.08806031067
"1221",1634.04055759081
"1222",1514.69165427309
"1223",1283.50341037142
"1224",1174.73405534115
"1225",1429.87073777834
"1226",1699.38983704034
"1227",1624.62973019817
"1228",1587.65456825926
"1229",1381.7705036526
"1230",1202.66472449159
"1231",1637.62676198883
"1232",1092.11201076504
"1233",1187.10449593996
"1234",1612.09047353395
"1235",1451.01362897372
"1236",1465.43129200034
"1237",1318.22757301893
"1238",1521.99687769191
"1239",1603.82008209447
"1240",1274.54927860751
"1241",1215.91487387153
"1242",2049.35257403526
"1243",1316.16147337949
"1244",1227.24251949372
"1245",1455.29137867958
"1246",1517.36627279454
"1247",1303.52277349925
"1248",1249.92627574121
"1249",1188.55258380004
"1250",1566.12650555938
